No	k_macropore_multp	k_soil_multp	theta_sat_multp	aquiferBaseflowExp_multp	aquiferBaseflowRate_multp	qSurfScale_multp	summerLAI_multp	frozenPrecipMultip_multp	routingGammaScale_multp	routingGammaShape_multp	Fcapil_multp	thickness_multp	-KGE
4154	2.08E+01	4.08E+00	1.47E+00	4.17E+00	8.35E+01	4.41E-01	9.17E-01	1.31E+00	1.96E+00	8.45E-01	5.68E-01	8.60E-01	-3.02E-01
4155	5.09E+01	1.40E+00	1.46E+00	9.95E-01	5.94E+01	8.17E-01	2.03E+00	6.97E-01	7.54E+00	1.01E+00	7.36E-01	6.87E+00	-1.11E-01
4156	4.74E+01	1.46E+00	9.42E-01	3.16E+00	4.81E+01	9.14E-01	1.75E+00	9.17E-01	6.58E+00	9.43E-01	1.54E+00	3.10E+00	4.59E-02
4157	9.56E+01	4.15E+00	1.39E+00	1.78E+00	3.15E+01	5.69E-01	3.00E+00	1.02E+00	8.43E+00	1.14E+00	6.73E-01	5.00E+00	-2.34E-02
4158	5.79E+00	4.41E+00	1.16E+00	1.60E+00	7.24E+01	1.52E+00	1.19E+00	7.33E-01	9.46E+00	9.16E-01	6.81E-01	4.00E+00	5.21E-02
4159	6.92E+01	6.83E+00	1.32E+00	2.49E+00	4.70E+01	2.50E-01	1.25E+00	9.26E-01	6.94E+00	8.86E-01	1.23E+00	9.56E-02	-3.74E-01
4160	4.92E+01	4.40E+00	1.18E+00	2.00E+00	4.55E+01	1.73E+00	4.05E-02	1.01E+00	4.83E+00	1.00E+00	1.30E+00	1.53E+00	-5.13E-01
4161	2.61E+01	8.81E-01	1.12E+00	1.43E+00	4.03E+01	1.56E+00	2.49E+00	5.95E-01	7.31E+00	9.93E-01	9.73E-01	1.50E+00	-1.37E-01
4162	5.99E+01	6.55E+00	1.25E+00	1.81E+00	1.28E+01	6.83E-01	9.89E-01	1.12E+00	9.46E+00	1.13E+00	1.60E+00	2.98E+00	2.90E-01
4163	6.90E+01	6.92E+00	1.44E+00	1.26E+00	4.68E+01	1.35E+00	1.23E+00	1.23E+00	7.87E+00	1.12E+00	1.57E+00	1.43E+00	-3.86E-01
4164	5.80E+01	4.92E+00	1.02E+00	1.89E+00	1.66E+01	1.64E+00	1.69E+00	1.26E+00	7.36E+00	8.53E-01	2.49E-01	6.35E+00	-4.42E-01
4165	4.67E+01	2.56E+00	1.15E+00	2.36E+00	1.75E+01	8.81E-01	2.71E+00	1.37E+00	4.06E+00	1.09E+00	2.17E-01	6.40E+00	-4.18E-01
4166	3.97E+01	2.93E+00	1.23E+00	1.32E+00	2.07E+01	1.07E+00	1.24E+00	1.29E+00	2.22E+00	1.06E+00	3.11E-01	2.83E+00	-6.82E-01
4167	2.38E+01	5.27E+00	1.20E+00	4.32E+00	6.32E+01	1.61E+00	1.73E+00	1.05E+00	8.99E+00	9.47E-01	4.42E-01	2.38E+00	-1.91E-01
4168	9.84E+01	3.11E+00	1.23E+00	2.23E+00	1.54E+01	1.26E+00	8.41E-01	1.05E+00	3.72E-01	1.14E+00	1.27E+00	1.77E+00	-5.00E-01
4169	3.80E+01	8.08E-01	8.39E-01	3.17E+00	7.57E+01	2.53E-01	3.25E+00	7.31E-01	7.24E+00	8.48E-01	8.24E-01	3.39E+00	-1.50E-01
4170	3.19E+01	3.66E+00	1.27E+00	4.41E+00	5.47E+00	5.66E-01	1.98E+00	5.38E-01	7.07E+00	8.74E-01	8.00E-01	6.32E+00	2.88E-01
4171	8.10E+01	4.85E+00	1.10E+00	4.27E+00	5.22E+01	3.01E-01	2.40E-01	1.40E+00	2.53E+00	8.37E-01	9.11E-01	7.12E-02	9.10E-02
4172	2.10E+01	3.41E+00	9.83E-01	4.69E+00	5.90E+01	1.35E+00	1.30E+00	1.41E+00	1.86E+00	8.19E-01	1.33E+00	1.75E+00	-2.42E-01
4173	1.69E+01	5.09E+00	8.39E-01	4.21E+00	6.54E+00	1.87E+00	8.05E-01	8.03E-01	6.68E+00	1.12E+00	3.93E-01	2.23E+00	-1.47E-01
4174	8.50E+01	4.78E+00	9.34E-01	4.87E+00	3.80E+01	6.98E-01	1.92E+00	1.05E+00	5.91E-01	1.04E+00	7.24E-01	8.93E-01	-4.44E-01
4175	5.28E+01	4.42E+00	1.11E+00	1.37E+00	4.06E+01	1.15E+00	1.64E+00	5.02E-01	2.46E+00	9.36E-01	9.10E-01	2.07E+00	1.77E-01
4176	7.89E+01	5.92E+00	1.20E+00	1.58E+00	4.31E+01	6.59E-01	2.77E+00	7.26E-01	5.99E+00	9.18E-01	1.12E+00	4.95E+00	-5.85E-02
4177	8.20E+01	3.73E+00	1.15E+00	1.49E+00	6.13E+01	2.88E-01	6.21E-01	5.25E-01	1.32E-01	8.81E-01	9.69E-01	2.33E+00	9.28E-02
4178	7.54E+01	7.03E+00	8.80E-01	3.19E+00	9.87E+01	3.33E-01	1.77E-01	9.20E-01	8.19E+00	1.10E+00	1.63E+00	4.13E+00	-3.06E-02
4179	9.41E+01	4.64E+00	1.18E+00	2.81E+00	6.29E+01	1.11E+00	6.74E-01	9.49E-01	7.77E-01	1.07E+00	1.17E+00	5.04E+00	-2.64E-01
4180	8.13E+01	6.13E+00	1.30E+00	4.17E+00	5.77E+00	4.98E-01	4.28E-01	1.31E+00	2.30E+00	8.84E-01	7.81E-01	1.58E+00	-2.22E-01
4181	3.68E+01	3.35E+00	1.25E+00	1.33E+00	2.17E+01	1.22E+00	2.47E+00	6.58E-01	2.55E+00	9.04E-01	1.17E+00	6.46E+00	-3.75E-02
4182	8.13E+01	6.27E+00	1.05E+00	4.46E+00	5.50E+01	1.99E+00	1.88E+00	8.63E-01	8.50E+00	9.08E-01	4.35E-01	6.67E+00	-1.90E-02
4183	1.75E+01	5.82E+00	1.48E+00	2.40E+00	6.93E+00	1.28E+00	1.00E+00	1.38E+00	5.12E+00	1.05E+00	1.31E+00	4.73E-01	-7.10E-02
4184	6.18E+01	2.38E+00	1.11E+00	2.60E+00	5.94E+01	1.21E+00	1.24E+00	6.04E-01	9.06E+00	8.36E-01	1.42E+00	3.13E+00	3.68E-01
4185	2.15E+01	5.60E+00	1.03E+00	4.11E+00	3.49E+01	7.56E-01	2.03E+00	1.02E+00	1.89E+00	1.03E+00	1.59E+00	1.88E+00	-3.75E-01
4186	2.11E+01	5.16E+00	1.39E+00	1.92E+00	5.55E+01	1.88E+00	1.58E-01	7.06E-01	2.09E+00	1.20E+00	1.22E+00	2.52E+00	2.36E-02
4187	7.90E+01	2.41E+00	1.45E+00	3.63E+00	4.18E+01	1.51E+00	3.91E-01	1.13E+00	5.38E+00	9.68E-01	8.22E-01	6.51E+00	-3.37E-01
4188	7.92E+01	3.92E-01	1.10E+00	4.88E+00	6.16E+01	7.24E-01	7.44E-01	1.32E+00	6.07E+00	9.42E-01	9.68E-01	3.53E+00	-5.42E-01
4189	9.55E+01	7.57E-01	1.03E+00	2.70E+00	5.17E+01	1.49E+00	1.24E+00	8.09E-01	7.89E+00	1.11E+00	5.89E-01	3.00E+00	4.45E-01
4190	1.02E+01	6.16E+00	1.40E+00	2.09E+00	5.79E+00	1.65E+00	8.78E-02	5.13E-01	9.22E+00	9.32E-01	9.19E-01	3.26E+00	1.44E+00
4191	7.22E+00	6.26E+00	1.33E+00	4.37E+00	6.51E+01	7.82E-02	8.78E-01	1.28E+00	5.38E+00	9.95E-01	9.48E-01	2.92E+00	-2.85E-01
4192	5.41E+01	2.86E+00	8.27E-01	2.58E+00	7.23E+01	1.02E+00	3.00E+00	1.30E+00	3.83E+00	1.06E+00	1.15E+00	2.57E-01	-1.63E-01
4193	4.88E+01	5.64E+00	9.82E-01	2.66E+00	8.36E+01	6.25E-02	2.54E+00	1.13E+00	8.46E+00	9.26E-01	1.47E+00	2.07E+00	-3.78E-01
4194	1.77E+01	6.01E+00	1.50E+00	9.92E-01	5.53E+01	7.33E-01	3.34E-01	5.94E-01	7.56E+00	8.41E-01	1.00E+00	3.54E+00	1.02E-01
4195	6.07E+01	3.32E+00	1.01E+00	4.93E+00	1.06E+01	1.86E+00	4.51E-02	1.28E+00	8.46E+00	1.13E+00	1.66E+00	1.88E+00	-4.12E-01
4196	1.59E+01	4.32E+00	1.44E+00	1.52E+00	7.02E+01	1.74E+00	6.84E-01	1.38E+00	7.09E+00	8.79E-01	1.65E+00	1.94E+00	-4.60E-01
4197	5.57E+01	6.97E-01	1.06E+00	1.89E+00	1.91E+01	1.82E+00	2.62E+00	1.30E+00	3.73E+00	8.23E-01	1.34E+00	3.51E+00	-6.16E-01
4198	9.85E+01	5.71E+00	9.99E-01	4.24E+00	6.20E+01	5.18E-01	2.71E-01	1.28E+00	8.52E+00	1.19E+00	1.73E-01	4.09E+00	-2.71E-01
4199	8.52E+01	1.55E+00	1.12E+00	3.01E+00	4.05E+01	8.52E-01	2.72E+00	1.46E+00	5.13E+00	8.68E-01	5.74E-01	5.16E+00	-4.05E-01
4200	7.90E+00	4.82E-01	1.16E+00	2.51E+00	1.16E+01	5.73E-01	3.06E+00	6.02E-01	8.37E-01	8.70E-01	1.56E+00	5.13E+00	2.06E-02
4201	4.26E+01	1.59E-01	1.15E+00	1.75E+00	9.96E+01	9.65E-01	2.77E+00	1.35E+00	6.89E+00	9.04E-01	7.77E-01	7.22E-01	-1.29E-01
4202	6.82E+01	1.66E+00	8.61E-01	1.35E+00	3.93E+01	6.63E-01	2.96E+00	9.72E-01	3.89E+00	9.54E-01	1.54E+00	3.70E+00	-7.96E-01
4203	6.39E+01	5.01E+00	1.16E+00	1.55E+00	9.92E+01	2.92E-01	3.01E+00	7.03E-01	8.55E+00	1.09E+00	9.45E-01	3.04E+00	5.55E-01
4204	3.85E+01	3.93E+00	1.09E+00	8.21E-01	8.04E+01	1.60E+00	5.45E-01	9.86E-01	2.91E-01	8.86E-01	1.18E+00	3.07E+00	-3.53E-01
4205	5.55E+01	5.68E+00	8.83E-01	9.49E-01	6.98E+01	1.60E+00	2.14E+00	5.83E-01	3.48E+00	8.12E-01	3.98E-01	1.12E+00	-3.66E-01
4206	8.26E+01	2.32E+00	1.25E+00	4.30E+00	5.33E+01	6.28E-01	8.61E-01	5.74E-01	8.73E+00	8.57E-01	1.66E+00	6.07E+00	3.67E-01
4207	9.44E+01	3.05E+00	1.12E+00	3.12E+00	4.42E+01	1.59E+00	7.72E-01	1.50E+00	5.90E+00	9.26E-01	3.12E-01	2.12E+00	-2.63E-01
4208	6.71E+01	4.08E+00	1.24E+00	4.42E+00	5.65E+01	6.42E-01	6.98E-01	5.53E-01	1.08E+00	9.76E-01	9.65E-01	6.89E+00	3.32E-01
4209	4.62E+01	2.16E+00	1.21E+00	1.88E+00	6.10E+01	8.64E-01	1.94E+00	7.49E-01	1.31E+00	8.33E-01	8.90E-01	8.83E-01	-5.13E-01
4210	2.20E+01	2.81E+00	1.04E+00	8.30E-01	1.17E+01	1.67E+00	1.61E+00	1.29E+00	4.06E+00	8.39E-01	1.16E+00	7.11E+00	-6.55E-01
4211	4.11E+01	6.23E+00	8.37E-01	2.80E+00	3.08E+01	1.11E+00	1.49E+00	1.27E+00	8.46E+00	8.03E-01	2.82E-01	3.37E+00	-3.47E-01
4212	4.33E+01	4.74E+00	1.30E+00	3.00E+00	7.41E+01	3.88E-01	2.23E+00	1.46E+00	5.76E+00	1.19E+00	2.18E-01	5.09E+00	-2.69E-01
4213	2.57E+01	4.77E+00	1.47E+00	2.77E+00	2.13E+00	2.69E-01	1.08E+00	1.12E+00	7.46E+00	1.07E+00	1.36E+00	1.34E+00	9.06E-03
4214	7.27E+01	6.90E+00	1.17E+00	1.61E+00	4.07E+01	1.64E+00	2.25E+00	1.02E+00	5.01E+00	9.70E-01	1.11E+00	6.42E+00	-3.95E-01
4215	3.72E+01	5.03E+00	1.14E+00	9.39E-01	9.68E+01	9.06E-01	4.42E-01	6.74E-01	3.90E-01	8.52E-01	7.38E-01	2.29E-01	-5.94E-01
4216	4.89E+01	2.43E+00	8.54E-01	4.03E+00	6.79E+01	1.35E+00	3.24E+00	9.06E-01	6.39E+00	9.90E-01	1.15E+00	3.59E-01	-4.94E-01
4217	5.70E+01	2.60E+00	8.49E-01	3.20E+00	4.86E+01	8.45E-01	2.08E+00	1.48E+00	7.52E+00	1.07E+00	1.31E+00	3.18E+00	-3.02E-01
4218	3.40E+01	5.26E+00	1.39E+00	4.89E+00	2.05E+01	9.85E-01	6.11E-02	1.00E+00	8.18E+00	1.03E+00	6.02E-01	4.23E+00	-5.80E-02
4219	9.87E+01	6.23E+00	1.33E+00	3.81E+00	5.35E+01	1.01E+00	5.51E-01	1.38E+00	2.40E+00	1.20E+00	1.44E+00	3.25E+00	-2.83E-01
4220	4.86E+01	6.24E+00	1.46E+00	1.86E+00	4.52E+01	4.72E-01	2.91E+00	7.30E-01	1.88E+00	1.03E+00	1.52E+00	1.92E+00	-1.67E-01
4221	4.96E+01	3.16E+00	1.44E+00	3.99E+00	5.62E-01	3.05E-01	1.81E+00	1.49E+00	2.19E-01	9.14E-01	1.26E+00	4.05E+00	-2.94E-01
4222	9.04E+01	6.98E+00	1.08E+00	2.01E+00	1.37E+01	9.59E-01	5.23E-01	8.91E-01	5.74E+00	1.11E+00	1.01E+00	2.70E+00	5.27E-02
4223	7.86E+01	6.41E+00	1.11E+00	5.85E-01	8.91E+01	5.62E-01	1.52E+00	8.77E-01	1.51E+00	9.58E-01	1.19E+00	4.40E+00	-4.24E-01
4224	6.23E+01	4.00E+00	1.38E+00	4.11E+00	1.26E+01	1.46E+00	1.95E-01	1.12E+00	1.69E+00	1.18E+00	7.65E-01	1.27E+00	-3.73E-01
4225	3.57E+01	3.53E+00	8.58E-01	2.75E+00	8.82E+01	1.46E+00	3.16E-01	1.01E+00	2.90E+00	1.17E+00	6.29E-01	3.05E+00	-2.86E-01
4226	6.43E+01	2.67E+00	8.46E-01	4.12E+00	3.23E+01	8.73E-01	3.24E+00	9.24E-01	3.78E+00	8.52E-01	9.73E-01	4.42E+00	-3.69E-01
4227	1.76E+00	1.48E+00	1.24E+00	4.09E+00	2.82E+01	1.29E+00	1.57E+00	1.14E+00	1.37E+00	1.01E+00	3.76E-01	1.33E-01	-4.34E-01
4228	2.49E+01	1.73E+00	1.18E+00	2.89E+00	1.51E+01	1.65E+00	3.14E+00	1.29E+00	1.98E+00	1.19E+00	1.06E+00	3.80E+00	-4.41E-01
4229	4.04E+01	4.11E+00	1.46E+00	3.99E+00	6.99E+01	9.60E-01	1.25E+00	1.22E+00	6.76E+00	1.19E+00	9.39E-01	7.04E+00	-1.59E-01
4230	6.24E+01	7.07E+00	1.23E+00	3.89E+00	5.05E+01	1.47E+00	2.55E+00	1.25E+00	9.68E+00	9.12E-01	5.96E-01	9.21E-01	-1.24E-01
4231	1.04E+01	1.69E+00	1.44E+00	1.82E+00	2.00E+01	1.03E+00	2.69E+00	1.10E+00	9.01E-01	1.10E+00	7.36E-01	5.76E+00	-6.50E-01
4232	4.15E+01	2.32E+00	1.05E+00	4.43E+00	9.77E+01	1.04E+00	1.95E+00	7.34E-01	1.88E+00	1.01E+00	1.27E+00	1.52E+00	-2.38E-01
4233	2.17E+01	5.42E+00	1.16E+00	4.51E+00	7.37E+01	4.40E-02	2.82E+00	8.61E-01	9.98E+00	9.76E-01	3.38E-01	3.73E+00	-5.71E-02
4234	6.85E+01	2.64E+00	1.22E+00	3.95E+00	1.04E+01	1.91E+00	1.82E+00	8.21E-01	7.11E+00	8.17E-01	4.83E-01	3.30E+00	-4.41E-02
4235	5.52E+00	4.71E-01	1.37E+00	7.37E-01	4.96E+01	1.84E+00	1.85E+00	1.17E+00	8.00E+00	1.12E+00	1.38E+00	7.05E+00	-4.79E-01
4236	3.55E+01	5.87E-01	9.73E-01	1.06E+00	2.46E+01	1.55E+00	3.23E-01	1.43E+00	1.44E+00	1.07E+00	1.21E+00	1.80E+00	-5.02E-02
4237	6.25E+01	1.80E+00	1.21E+00	2.00E+00	2.86E+01	1.55E+00	2.59E+00	8.42E-01	8.29E+00	1.03E+00	7.58E-01	2.42E+00	-1.36E-03
4238	5.03E+01	6.81E+00	1.50E+00	1.85E+00	7.62E+01	1.62E+00	8.62E-01	6.17E-01	8.80E+00	9.91E-01	5.30E-01	9.66E-01	3.18E-01
4239	2.51E+01	2.47E+00	8.63E-01	2.24E+00	8.85E-01	1.51E+00	2.09E+00	1.13E+00	9.97E+00	8.75E-01	1.62E+00	2.12E+00	-1.70E-01
4240	9.09E+01	2.83E+00	1.40E+00	4.05E+00	8.66E+01	1.96E-01	3.04E+00	6.17E-01	4.33E+00	1.19E+00	9.23E-01	3.24E+00	2.57E-01
4241	6.55E+01	5.15E-01	1.38E+00	2.29E+00	7.45E+01	1.23E+00	1.92E+00	1.15E+00	5.89E+00	1.18E+00	1.64E+00	5.33E+00	-4.79E-01
4242	7.23E+01	9.97E-01	8.72E-01	3.74E+00	3.17E+01	9.36E-02	1.01E-02	7.75E-01	7.84E+00	1.05E+00	2.56E-01	8.52E-01	-2.28E-01
4243	6.45E+01	1.27E+00	1.46E+00	3.26E+00	2.72E+01	1.61E-01	1.15E+00	6.81E-01	4.66E+00	8.76E-01	1.62E+00	2.44E+00	2.72E-01
4244	2.79E+01	6.34E+00	1.13E+00	3.68E+00	8.52E+01	1.90E+00	4.76E-01	1.07E+00	8.66E-01	8.85E-01	6.07E-01	2.94E+00	-1.81E-01
4245	2.49E+01	2.17E+00	1.28E+00	6.39E-01	9.22E+01	1.46E+00	4.70E-01	1.07E+00	8.99E+00	8.32E-01	4.37E-01	1.29E+00	-6.74E-01
4246	1.51E+01	3.79E+00	1.06E+00	3.25E+00	7.14E+01	6.53E-01	3.13E+00	1.49E+00	2.10E+00	9.52E-01	1.22E+00	4.47E-01	5.57E-02
4247	3.28E+01	6.04E+00	1.25E+00	2.32E+00	5.31E+00	1.85E+00	2.67E+00	8.02E-01	2.25E+00	9.87E-01	6.67E-01	1.07E+00	-1.79E-01
4248	2.16E+01	5.61E+00	9.60E-01	2.28E+00	3.09E+01	1.88E+00	1.99E+00	1.46E+00	1.00E+01	9.65E-01	7.09E-01	5.50E+00	-1.75E-01
4249	2.48E+00	6.72E+00	1.09E+00	3.24E+00	8.90E+01	7.72E-01	1.11E+00	8.18E-01	5.26E+00	9.78E-01	6.40E-01	3.18E+00	-3.87E-02
4250	1.17E+01	4.87E+00	1.33E+00	9.73E-01	3.75E+01	1.89E+00	2.36E-01	1.09E+00	7.28E+00	9.08E-01	1.65E+00	3.03E-01	-5.05E-01
4251	2.06E+01	4.20E+00	1.50E+00	1.43E+00	9.95E+01	7.32E-01	3.17E+00	5.20E-01	3.03E+00	9.39E-01	1.11E+00	1.41E+00	2.35E-02
4252	1.31E+01	3.75E+00	1.10E+00	2.77E+00	3.98E+01	1.67E+00	1.68E+00	1.03E+00	3.94E+00	1.01E+00	1.30E+00	6.29E+00	-3.20E-01
4253	3.05E+01	6.03E+00	1.05E+00	2.92E+00	4.00E+01	1.29E+00	1.69E+00	8.54E-01	8.99E+00	9.59E-01	1.72E-01	7.26E+00	1.26E-01
4254	9.35E+01	2.50E+00	9.84E-01	9.49E-01	4.95E+01	9.98E-01	9.13E-01	5.89E-01	2.05E-01	1.07E+00	5.54E-01	4.13E+00	-1.40E-01
4255	6.92E+01	2.19E+00	1.40E+00	3.15E+00	6.95E+01	1.70E+00	1.92E+00	1.13E+00	1.99E+00	1.12E+00	1.26E+00	5.06E+00	-4.90E-01
4256	3.04E+01	9.20E-02	1.35E+00	1.91E+00	6.73E+01	8.42E-02	2.91E+00	1.07E+00	6.84E+00	1.01E+00	1.62E+00	4.64E+00	-2.98E-01
4257	5.78E+00	4.30E+00	1.02E+00	1.62E+00	4.05E+01	6.79E-02	3.11E+00	1.21E+00	3.68E-01	1.08E+00	2.02E-01	5.17E+00	-3.68E-01
4258	6.01E+01	3.30E+00	8.89E-01	3.07E+00	6.65E+01	2.47E-01	7.86E-01	1.22E+00	7.13E+00	1.01E+00	1.62E+00	8.96E-01	-3.30E-01
4259	5.54E+01	6.50E+00	1.38E+00	3.11E+00	6.13E+01	1.70E+00	9.39E-01	8.54E-01	7.46E+00	1.02E+00	1.33E+00	1.31E+00	-9.33E-02
4260	7.86E+01	5.92E+00	1.09E+00	3.70E+00	7.53E+01	9.62E-01	1.26E+00	8.54E-01	9.32E+00	9.88E-01	1.55E+00	4.41E+00	1.14E-01
4261	8.30E+00	8.12E-01	9.36E-01	4.22E+00	6.53E+01	1.88E+00	3.33E+00	9.40E-01	7.64E+00	9.54E-01	3.95E-01	3.82E+00	-3.16E-01
4262	8.61E+01	3.82E+00	1.41E+00	4.06E+00	9.99E+01	1.59E+00	1.30E+00	1.08E+00	9.54E+00	1.08E+00	1.49E+00	4.75E+00	6.73E-02
4263	9.99E+01	2.15E+00	1.43E+00	1.38E+00	5.28E+01	1.42E+00	2.24E-02	1.11E+00	8.14E+00	8.68E-01	8.22E-01	3.46E+00	-6.46E-01
4264	4.74E+00	6.18E+00	9.40E-01	5.02E-01	5.69E+01	1.20E-01	2.14E+00	1.07E+00	3.50E+00	1.01E+00	1.31E+00	6.42E+00	-7.06E-01
4265	2.36E+01	5.54E+00	1.15E+00	7.17E-01	9.40E+01	1.84E+00	1.71E+00	5.47E-01	3.60E+00	9.68E-01	1.54E+00	1.32E+00	-4.52E-02
4266	8.68E+01	1.82E+00	1.05E+00	1.45E+00	7.74E+01	1.99E-01	2.75E-01	5.10E-01	8.62E+00	1.03E+00	2.53E-01	5.90E+00	3.20E-01
4267	1.88E+01	2.22E+00	1.43E+00	3.76E+00	9.93E+01	6.74E-01	3.27E+00	6.24E-01	8.50E+00	9.52E-01	1.11E+00	1.86E+00	6.69E-01
4268	1.92E+01	1.33E+00	9.79E-01	2.21E+00	9.95E+01	1.66E+00	4.61E-01	1.36E+00	8.60E-01	9.85E-01	2.76E-01	6.27E+00	-5.95E-01
4269	5.54E+01	1.17E+00	1.41E+00	2.36E+00	7.18E+01	1.84E+00	7.18E-01	7.00E-01	4.95E+00	8.25E-01	2.22E-01	3.57E+00	-6.87E-02
4270	8.27E+01	4.04E-01	1.47E+00	4.52E+00	9.12E+01	9.70E-01	1.73E+00	6.03E-01	6.61E+00	1.10E+00	8.92E-01	4.82E+00	7.97E-01
4271	5.74E+01	4.48E+00	1.17E+00	3.43E+00	8.44E+00	1.18E+00	1.67E+00	1.14E+00	7.45E+00	9.45E-01	2.45E-01	3.42E+00	-2.23E-01
4272	2.80E+01	1.97E+00	1.27E+00	3.97E+00	3.29E+01	1.40E+00	8.40E-01	6.57E-01	7.46E+00	8.80E-01	2.43E-01	4.84E+00	2.50E-01
4273	6.80E+01	4.11E+00	1.34E+00	2.02E+00	3.12E+01	5.00E-01	3.30E+00	1.39E+00	8.65E+00	1.00E+00	9.73E-01	6.98E+00	-2.62E-01
4274	9.13E+00	3.48E-01	1.22E+00	4.25E+00	4.01E+01	1.28E+00	9.80E-01	1.18E+00	9.07E+00	1.18E+00	8.43E-01	1.77E+00	-4.94E-01
4275	6.51E+01	5.06E+00	1.09E+00	2.28E+00	9.03E+01	8.96E-01	1.71E-01	1.08E+00	2.07E-01	1.12E+00	1.55E+00	2.42E+00	-5.33E-01
4276	5.15E+00	6.54E+00	9.67E-01	4.62E+00	4.15E+01	1.50E+00	2.88E+00	1.01E+00	7.88E+00	9.79E-01	6.76E-01	1.42E+00	-3.46E-01
4277	3.52E+01	2.35E+00	1.00E+00	1.12E+00	7.69E+01	1.20E+00	1.08E+00	1.36E+00	2.39E+00	8.76E-01	1.44E+00	6.03E+00	-6.28E-01
4278	5.09E+01	6.13E-01	8.62E-01	2.89E+00	6.95E+01	1.38E+00	1.51E+00	1.26E+00	3.77E+00	1.18E+00	1.41E+00	6.36E+00	-6.15E-01
4279	3.36E+01	4.62E+00	1.38E+00	3.05E+00	8.33E+01	1.33E+00	1.28E+00	8.42E-01	7.39E+00	9.76E-01	1.47E+00	3.21E+00	7.29E-02
4280	2.07E+01	1.69E+00	1.04E+00	1.82E+00	7.35E+01	7.99E-01	3.16E+00	1.42E+00	6.99E+00	1.13E+00	1.14E+00	5.09E+00	-5.33E-01
4281	1.62E+01	4.52E+00	1.38E+00	5.46E-01	8.47E-01	8.96E-01	8.59E-01	7.24E-01	5.79E+00	8.12E-01	1.41E+00	1.67E+00	-2.87E-01
4282	5.57E+01	2.08E+00	1.44E+00	2.68E+00	8.08E+01	3.08E-02	8.37E-01	5.16E-01	2.41E+00	1.02E+00	6.31E-01	7.13E+00	-9.22E-02
4283	9.54E+01	1.89E+00	1.43E+00	3.42E+00	8.75E+00	1.08E+00	1.13E+00	7.49E-01	1.73E+00	8.61E-01	5.56E-01	1.32E+00	-1.42E-01
4284	5.94E+01	3.74E+00	1.09E+00	1.26E+00	5.47E+01	4.64E-01	1.30E+00	6.04E-01	5.13E+00	9.20E-01	1.05E+00	2.36E+00	-1.43E-02
4285	2.12E+01	1.04E+00	1.50E+00	1.67E+00	7.78E+01	1.53E-01	2.22E+00	1.48E+00	6.95E+00	1.19E+00	4.69E-01	1.65E+00	-2.03E-01
4286	6.28E+01	4.68E+00	1.10E+00	8.45E-01	9.27E+01	1.11E+00	6.05E-01	1.21E+00	2.65E+00	1.16E+00	4.87E-01	1.58E+00	-5.55E-01
4287	6.05E+01	4.51E+00	9.82E-01	3.97E+00	3.30E+01	5.80E-01	2.86E+00	1.48E+00	1.14E+00	9.56E-01	1.48E+00	3.08E+00	-4.43E-01
4288	5.86E+01	2.33E+00	9.13E-01	4.48E+00	9.06E+01	6.61E-01	2.91E+00	1.03E+00	9.73E+00	9.10E-01	1.08E+00	6.63E+00	-3.27E-01
4289	8.08E+01	6.63E+00	1.33E+00	4.61E+00	3.13E+01	1.25E+00	1.09E+00	1.40E+00	9.42E+00	9.83E-01	1.34E+00	6.25E+00	-1.26E-01
4290	7.81E+01	4.73E+00	1.08E+00	3.89E+00	9.32E+01	1.98E+00	2.18E+00	1.26E+00	7.85E+00	9.04E-01	1.43E+00	3.50E+00	-3.03E-01
4291	8.02E+00	1.06E+00	1.34E+00	2.86E+00	6.65E+01	1.66E+00	1.00E+00	9.73E-01	7.56E+00	8.21E-01	7.47E-01	5.40E-01	-4.29E-01
4292	6.74E+01	5.14E+00	1.48E+00	3.27E+00	1.71E+01	1.51E+00	1.55E+00	1.45E+00	4.13E+00	1.14E+00	1.23E+00	2.53E+00	-3.44E-01
4293	8.37E+01	2.63E+00	8.92E-01	3.29E+00	6.21E+01	1.89E+00	3.06E-01	1.20E+00	9.15E-01	1.14E+00	5.06E-01	5.52E+00	-5.50E-01
4294	6.86E+01	3.81E+00	9.75E-01	2.48E+00	5.78E+01	1.22E+00	1.69E+00	7.53E-01	3.28E+00	9.89E-01	1.47E+00	3.65E+00	-1.76E-01
4295	2.22E+01	2.43E+00	1.13E+00	3.33E+00	1.77E+01	3.18E-01	3.23E+00	5.14E-01	5.16E+00	8.27E-01	1.12E+00	1.02E+00	1.17E-01
4296	9.50E-01	5.21E+00	1.39E+00	9.13E-01	5.80E+01	1.38E-01	2.80E+00	7.65E-01	5.91E+00	8.24E-01	1.22E+00	1.26E+00	-4.68E-01
4297	6.62E+00	5.06E+00	1.17E+00	3.58E+00	6.28E+01	1.10E-01	1.60E+00	1.20E+00	5.52E+00	9.15E-01	6.02E-01	8.95E-01	-2.28E-01
4298	7.29E+01	1.34E-01	1.30E+00	4.53E+00	5.60E+01	7.38E-01	2.14E+00	6.72E-01	8.72E+00	1.06E+00	7.20E-01	3.26E+00	2.76E-01
4299	3.67E+01	5.26E+00	1.28E+00	1.82E+00	5.12E+01	1.79E+00	3.00E+00	1.08E+00	6.02E+00	9.65E-01	5.60E-01	1.71E+00	-4.93E-01
